timestamp_utc,agent,iteration,ok,error,latency_ms,input_tokens,output_tokens,total_tokens
2026-04-12T13:48:19.661670+00:00,AGENTE_02_REVISOR_PERFORMANCE,12,False,simulated_timeout,579,815,0,
2026-04-12T13:48:19.900002+00:00,AGENTE_10_ARQUITECTO,11,True,,1088,1126,225,1351
2026-04-12T13:48:19.909762+00:00,AGENTE_06_MAESTRO_BAGO,9,True,,1201,208,422,630
2026-04-12T13:48:20.088766+00:00,AGENTE_08_VERTICE,9,True,,1328,1006,85,1091
2026-04-12T13:48:20.287974+00:00,AGENTE_05_AUDITOR_CANONICO,13,True,,950,1094,275,1369
2026-04-12T13:48:20.309756+00:00,AGENTE_09_ANALISTA,11,True,,952,753,471,1224
2026-04-12T13:48:20.516877+00:00,AGENTE_06_MAESTRO_BAGO,10,True,,601,1113,172,1285
2026-04-12T13:48:20.546789+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,12,True,,1102,1149,237,1386
2026-04-12T13:48:20.549161+00:00,AGENTE_04_REVISOR_UX,12,True,,1351,1185,220,1405
2026-04-12T13:48:20.561656+00:00,AGENTE_01_INTEGRADOR_REPO,9,True,,1363,252,115,367
2026-04-12T13:48:20.614571+00:00,AGENTE_03_REVISOR_SEGURIDAD,9,True,,1296,647,118,765
2026-04-12T13:48:20.784264+00:00,AGENTE_02_REVISOR_PERFORMANCE,13,True,,1121,1052,310,1362
2026-04-12T13:48:21.177958+00:00,AGENTE_10_ARQUITECTO,12,True,,1277,232,196,428
2026-04-12T13:48:21.298793+00:00,AGENTE_08_VERTICE,10,True,,1144,803,432,1235
2026-04-12T13:48:21.458534+00:00,AGENTE_05_AUDITOR_CANONICO,14,True,,1169,1148,119,1267
2026-04-12T13:48:21.505598+00:00,AGENTE_06_MAESTRO_BAGO,11,True,,987,932,270,1202
2026-04-12T13:48:21.532442+00:00,AGENTE_02_REVISOR_PERFORMANCE,14,True,,747,986,187,1173
2026-04-12T13:48:21.555731+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,13,True,,1005,367,164,531
2026-04-12T13:48:21.752565+00:00,AGENTE_09_ANALISTA,12,True,,1435,332,205,537
2026-04-12T13:48:21.861316+00:00,AGENTE_01_INTEGRADOR_REPO,10,True,,1298,1038,247,1285
2026-04-12T13:48:21.979414+00:00,AGENTE_08_VERTICE,11,True,,679,1173,480,1653
2026-04-12T13:48:21.987582+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,14,True,,430,913,483,1396
2026-04-12T13:48:22.015445+00:00,AGENTE_04_REVISOR_UX,13,True,,1465,810,384,1194
2026-04-12T13:48:22.033591+00:00,AGENTE_10_ARQUITECTO,13,True,,854,1108,400,1508
2026-04-12T13:48:22.068373+00:00,AGENTE_06_MAESTRO_BAGO,12,True,,561,894,287,1181
2026-04-12T13:48:22.068485+00:00,AGENTE_03_REVISOR_SEGURIDAD,10,True,,1450,955,383,1338
2026-04-12T13:48:22.237744+00:00,AGENTE_05_AUDITOR_CANONICO,15,True,,776,235,183,418
2026-04-12T13:48:22.581798+00:00,AGENTE_10_ARQUITECTO,14,True,,547,468,448,916
2026-04-12T13:48:22.665215+00:00,AGENTE_09_ANALISTA,13,True,,911,1175,137,1312
2026-04-12T13:48:22.753876+00:00,AGENTE_03_REVISOR_SEGURIDAD,11,True,,682,930,391,1321
2026-04-12T13:48:22.753916+00:00,AGENTE_05_AUDITOR_CANONICO,16,True,,515,650,248,898
2026-04-12T13:48:22.802112+00:00,AGENTE_08_VERTICE,12,True,,821,1024,233,1257
2026-04-12T13:48:22.913774+00:00,AGENTE_02_REVISOR_PERFORMANCE,15,True,,1380,991,365,1356
2026-04-12T13:48:22.941780+00:00,AGENTE_01_INTEGRADOR_REPO,11,True,,1079,432,243,675
2026-04-12T13:48:23.008460+00:00,AGENTE_06_MAESTRO_BAGO,13,True,,937,747,429,1176
2026-04-12T13:48:23.183536+00:00,AGENTE_09_ANALISTA,14,True,,512,764,262,1026
2026-04-12T13:48:23.207838+00:00,AGENTE_04_REVISOR_UX,14,True,,1191,1018,360,1378
2026-04-12T13:48:23.346385+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,15,True,,1357,363,243,606
2026-04-12T13:48:23.525802+00:00,AGENTE_05_AUDITOR_CANONICO,17,True,,711,874,210,1084
2026-04-12T13:48:23.537587+00:00,AGENTE_06_MAESTRO_BAGO,14,True,,526,661,473,1134
2026-04-12T13:48:23.767820+00:00,AGENTE_02_REVISOR_PERFORMANCE,16,True,,852,957,174,1131
2026-04-12T13:48:23.866922+00:00,AGENTE_04_REVISOR_UX,15,True,,653,697,487,1184
2026-04-12T13:48:23.909622+00:00,AGENTE_09_ANALISTA,15,True,,725,1102,488,1590
2026-04-12T13:48:23.923005+00:00,AGENTE_10_ARQUITECTO,15,True,,1339,866,421,1287
2026-04-12T13:48:24.164523+00:00,AGENTE_03_REVISOR_SEGURIDAD,12,True,,1350,1149,129,1278
2026-04-12T13:48:24.172391+00:00,AGENTE_06_MAESTRO_BAGO,15,True,,633,637,260,897
2026-04-12T13:48:24.270076+00:00,AGENTE_09_ANALISTA,16,True,,359,1039,328,1367
2026-04-12T13:48:24.333476+00:00,AGENTE_01_INTEGRADOR_REPO,12,True,,1389,916,202,1118
2026-04-12T13:48:24.333648+00:00,AGENTE_08_VERTICE,13,True,,1508,1031,368,1399
2026-04-12T13:48:24.377572+00:00,AGENTE_02_REVISOR_PERFORMANCE,17,True,,605,1081,151,1232
2026-04-12T13:48:24.521710+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,16,True,,1174,835,364,1199
2026-04-12T13:48:24.574938+00:00,AGENTE_06_MAESTRO_BAGO,16,True,,398,1159,442,1601
2026-04-12T13:48:24.660175+00:00,AGENTE_03_REVISOR_SEGURIDAD,13,True,,494,857,486,1343
2026-04-12T13:48:24.704075+00:00,AGENTE_09_ANALISTA,17,True,,432,453,367,820
2026-04-12T13:48:24.838894+00:00,AGENTE_04_REVISOR_UX,16,True,,971,567,310,877
2026-04-12T13:48:24.860623+00:00,AGENTE_05_AUDITOR_CANONICO,18,True,,1333,1145,193,1338
2026-04-12T13:48:24.945626+00:00,AGENTE_03_REVISOR_SEGURIDAD,14,True,,284,1077,170,1247
2026-04-12T13:48:24.972127+00:00,AGENTE_10_ARQUITECTO,16,True,,1046,1102,384,1486
2026-04-12T13:48:25.002588+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,17,True,,477,918,335,1253
2026-04-12T13:48:25.145422+00:00,AGENTE_08_VERTICE,14,True,,810,647,425,1072
2026-04-12T13:48:25.178502+00:00,AGENTE_09_ANALISTA,18,True,,469,787,327,1114
2026-04-12T13:48:25.273638+00:00,AGENTE_04_REVISOR_UX,17,True,,433,201,143,344
2026-04-12T13:48:25.319417+00:00,AGENTE_06_MAESTRO_BAGO,17,True,,743,1111,290,1401
2026-04-12T13:48:25.336095+00:00,AGENTE_01_INTEGRADOR_REPO,13,True,,1001,669,239,908
2026-04-12T13:48:25.791846+00:00,AGENTE_05_AUDITOR_CANONICO,19,True,,930,911,251,1162
2026-04-12T13:48:25.804824+00:00,AGENTE_10_ARQUITECTO,17,True,,831,1114,270,1384
2026-04-12T13:48:25.846734+00:00,AGENTE_02_REVISOR_PERFORMANCE,18,True,,1466,205,407,612
2026-04-12T13:48:25.886449+00:00,AGENTE_09_ANALISTA,19,True,,706,874,481,1355
2026-04-12T13:48:26.222821+00:00,AGENTE_08_VERTICE,15,True,,1076,257,246,503
2026-04-12T13:48:26.457164+00:00,AGENTE_09_ANALISTA,20,True,,568,885,301,1186
2026-04-12T13:48:26.486439+00:00,AGENTE_02_REVISOR_PERFORMANCE,19,True,,638,902,474,1376
2026-04-12T13:48:26.539361+00:00,AGENTE_03_REVISOR_SEGURIDAD,15,True,,1592,1192,193,1385
2026-04-12T13:48:26.569501+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,18,True,,1566,952,366,1318
2026-04-12T13:48:26.644341+00:00,AGENTE_06_MAESTRO_BAGO,18,True,,1323,618,494,1112
2026-04-12T13:48:26.682624+00:00,AGENTE_01_INTEGRADOR_REPO,14,True,,1342,362,269,631
2026-04-12T13:48:26.798965+00:00,AGENTE_04_REVISOR_UX,18,True,,1524,1055,107,1162
2026-04-12T13:48:26.956059+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,19,True,,385,707,134,841
2026-04-12T13:48:26.959785+00:00,AGENTE_09_ANALISTA,21,True,,500,795,170,965
2026-04-12T13:48:26.994486+00:00,AGENTE_05_AUDITOR_CANONICO,20,True,,1201,492,394,886
2026-04-12T13:48:27.079836+00:00,AGENTE_01_INTEGRADOR_REPO,15,True,,393,561,176,737
2026-04-12T13:48:27.341572+00:00,AGENTE_10_ARQUITECTO,18,True,,1535,944,116,1060
2026-04-12T13:48:27.408370+00:00,AGENTE_08_VERTICE,16,True,,1184,1016,377,1393
2026-04-12T13:48:27.416023+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,20,True,,458,1093,187,1280
2026-04-12T13:48:27.545431+00:00,AGENTE_06_MAESTRO_BAGO,19,True,,900,1134,260,1394
2026-04-12T13:48:27.559192+00:00,AGENTE_02_REVISOR_PERFORMANCE,20,True,,1071,404,223,627
2026-04-12T13:48:27.699833+00:00,AGENTE_09_ANALISTA,22,True,,739,413,461,874
2026-04-12T13:48:27.714018+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,21,True,,295,473,101,574
2026-04-12T13:48:27.739768+00:00,AGENTE_04_REVISOR_UX,19,True,,934,925,435,1360
2026-04-12T13:48:27.796589+00:00,AGENTE_05_AUDITOR_CANONICO,21,True,,791,491,298,789
2026-04-12T13:48:27.963375+00:00,AGENTE_03_REVISOR_SEGURIDAD,16,True,,1422,744,210,954
2026-04-12T13:48:28.036549+00:00,AGENTE_02_REVISOR_PERFORMANCE,21,True,,476,225,217,442
2026-04-12T13:48:28.230860+00:00,AGENTE_06_MAESTRO_BAGO,20,True,,684,370,234,604
2026-04-12T13:48:28.318900+00:00,AGENTE_01_INTEGRADOR_REPO,16,True,,1232,296,361,657
2026-04-12T13:48:28.347914+00:00,AGENTE_08_VERTICE,17,True,,937,699,215,914
2026-04-12T13:48:28.363783+00:00,AGENTE_05_AUDITOR_CANONICO,22,True,,564,696,374,1070
2026-04-12T13:48:28.433710+00:00,AGENTE_09_ANALISTA,23,True,,728,512,362,874
2026-04-12T13:48:28.578248+00:00,AGENTE_02_REVISOR_PERFORMANCE,22,True,,540,1093,201,1294
2026-04-12T13:48:28.661336+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,22,True,,944,520,295,815
2026-04-12T13:48:28.677537+00:00,AGENTE_10_ARQUITECTO,19,True,,1306,626,112,738
2026-04-12T13:48:28.979270+00:00,AGENTE_06_MAESTRO_BAGO,21,True,,747,761,380,1141
2026-04-12T13:48:29.084758+00:00,AGENTE_04_REVISOR_UX,20,True,,1344,343,469,812
2026-04-12T13:48:29.093471+00:00,AGENTE_03_REVISOR_SEGURIDAD,17,True,,1127,278,106,384
2026-04-12T13:48:29.099149+00:00,AGENTE_08_VERTICE,18,True,,748,930,201,1131
2026-04-12T13:48:29.116878+00:00,AGENTE_09_ANALISTA,24,True,,680,733,305,1038
2026-04-12T13:48:29.117814+00:00,AGENTE_02_REVISOR_PERFORMANCE,23,True,,534,750,404,1154
2026-04-12T13:48:29.288434+00:00,AGENTE_06_MAESTRO_BAGO,22,True,,307,546,265,811
2026-04-12T13:48:29.371068+00:00,AGENTE_05_AUDITOR_CANONICO,23,True,,1003,927,334,1261
2026-04-12T13:48:29.465438+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,23,True,,797,800,291,1091
2026-04-12T13:48:29.635116+00:00,AGENTE_01_INTEGRADOR_REPO,17,True,,1285,514,299,813
2026-04-12T13:48:29.666181+00:00,AGENTE_03_REVISOR_SEGURIDAD,18,True,,569,610,270,880
2026-04-12T13:48:29.808685+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,24,True,,342,1142,217,1359
2026-04-12T13:48:29.895898+00:00,AGENTE_02_REVISOR_PERFORMANCE,24,True,,776,367,95,462
2026-04-12T13:48:29.928366+00:00,AGENTE_06_MAESTRO_BAGO,23,True,,636,449,289,738
2026-04-12T13:48:29.962517+00:00,AGENTE_03_REVISOR_SEGURIDAD,19,True,,295,1068,82,1150
2026-04-12T13:48:29.970141+00:00,AGENTE_05_AUDITOR_CANONICO,24,True,,595,1100,316,1416
2026-04-12T13:48:30.146723+00:00,AGENTE_10_ARQUITECTO,20,True,,1456,921,122,1043
2026-04-12T13:48:30.335958+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,25,True,,523,845,324,1169
2026-04-12T13:48:30.344006+00:00,AGENTE_08_VERTICE,19,True,,1243,569,307,876
2026-04-12T13:48:30.362006+00:00,AGENTE_03_REVISOR_SEGURIDAD,20,True,,398,559,238,797
2026-04-12T13:48:30.448206+00:00,AGENTE_01_INTEGRADOR_REPO,18,True,,811,352,258,610
2026-04-12T13:48:30.507203+00:00,AGENTE_04_REVISOR_UX,21,False,simulated_timeout,1421,691,0,
2026-04-12T13:48:30.607305+00:00,AGENTE_09_ANALISTA,25,True,,1488,935,231,1166
2026-04-12T13:48:31.001402+00:00,AGENTE_05_AUDITOR_CANONICO,25,True,,1024,1153,112,1265
2026-04-12T13:48:31.013336+00:00,AGENTE_06_MAESTRO_BAGO,24,True,,1083,695,102,797
2026-04-12T13:48:31.082111+00:00,AGENTE_04_REVISOR_UX,22,True,,572,495,417,912
2026-04-12T13:48:31.088599+00:00,AGENTE_10_ARQUITECTO,21,True,,940,421,393,814
2026-04-12T13:48:31.338147+00:00,AGENTE_08_VERTICE,20,True,,993,544,380,924
2026-04-12T13:48:31.512967+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,26,True,,1176,214,80,294
2026-04-12T13:48:31.513429+00:00,AGENTE_05_AUDITOR_CANONICO,26,True,,499,299,463,762
2026-04-12T13:48:31.513509+00:00,AGENTE_02_REVISOR_PERFORMANCE,25,True,,1614,1029,392,1421
2026-04-12T13:48:31.615633+00:00,AGENTE_10_ARQUITECTO,22,True,,523,941,257,1198
2026-04-12T13:48:31.616560+00:00,AGENTE_01_INTEGRADOR_REPO,19,True,,1167,1000,151,1151
2026-04-12T13:48:31.771652+00:00,AGENTE_09_ANALISTA,26,True,,1162,585,220,805
2026-04-12T13:48:31.821124+00:00,AGENTE_03_REVISOR_SEGURIDAD,21,True,,1457,1079,324,1403
2026-04-12T13:48:31.858870+00:00,AGENTE_02_REVISOR_PERFORMANCE,26,True,,342,678,410,1088
2026-04-12T13:48:32.186616+00:00,AGENTE_08_VERTICE,21,True,,845,546,96,642
2026-04-12T13:48:32.282132+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,27,True,,766,471,152,623
2026-04-12T13:48:32.375132+00:00,AGENTE_06_MAESTRO_BAGO,25,True,,1360,573,95,668
2026-04-12T13:48:32.414993+00:00,AGENTE_09_ANALISTA,27,True,,642,467,334,801
2026-04-12T13:48:32.608266+00:00,AGENTE_05_AUDITOR_CANONICO,27,True,,1091,864,379,1243
2026-04-12T13:48:32.653853+00:00,AGENTE_04_REVISOR_UX,23,True,,1570,838,126,964
2026-04-12T13:48:32.690256+00:00,AGENTE_01_INTEGRADOR_REPO,20,True,,1070,1032,183,1215
2026-04-12T13:48:32.691154+00:00,AGENTE_03_REVISOR_SEGURIDAD,22,True,,864,710,325,1035
2026-04-12T13:48:32.723944+00:00,AGENTE_10_ARQUITECTO,23,True,,1104,810,436,1246
2026-04-12T13:48:32.819447+00:00,AGENTE_08_VERTICE,22,True,,630,267,157,424
2026-04-12T13:48:32.911846+00:00,AGENTE_06_MAESTRO_BAGO,26,True,,535,780,145,925
2026-04-12T13:48:32.952066+00:00,AGENTE_01_INTEGRADOR_REPO,21,True,,259,1147,128,1275
2026-04-12T13:48:33.111073+00:00,AGENTE_02_REVISOR_PERFORMANCE,27,True,,1251,1142,208,1350
2026-04-12T13:48:33.184302+00:00,AGENTE_09_ANALISTA,28,True,,768,827,378,1205
2026-04-12T13:48:33.528808+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,28,True,,1245,861,166,1027
2026-04-12T13:48:33.582933+00:00,AGENTE_01_INTEGRADOR_REPO,22,True,,627,409,187,596
2026-04-12T13:48:33.587011+00:00,AGENTE_02_REVISOR_PERFORMANCE,28,True,,474,648,284,932
2026-04-12T13:48:33.622124+00:00,AGENTE_09_ANALISTA,29,False,simulated_timeout,434,257,0,
2026-04-12T13:48:33.626209+00:00,AGENTE_04_REVISOR_UX,24,True,,970,753,221,974
2026-04-12T13:48:33.754820+00:00,AGENTE_06_MAESTRO_BAGO,27,True,,840,213,498,711
2026-04-12T13:48:33.945941+00:00,AGENTE_07_ORQUESTADOR_CENTRAL,29,True,,415,344,463,807
2026-04-12T13:48:34.035422+00:00,AGENTE_08_VERTICE,23,True,,1215,1120,118,1238
2026-04-12T13:48:34.056409+00:00,AGENTE_05_AUDITOR_CANONICO,28,True,,1438,301,193,494
2026-04-12T13:48:34.159963+00:00,AGENTE_10_ARQUITECTO,24,True,,1435,719,265,984
2026-04-12T13:48:34.273582+00:00,AGENTE_01_INTEGRADOR_REPO,23,True,,686,843,236,1079
